"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"51660","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",1.51,0,0,0,0,0,0,0,"N",-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51670","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51680","5","443142","78","0","2018","1","",12,117,118,112,856189,571752,6354,569,"",1.12,0.73,0.74,0.71,0.58,0.75,0.61,0.80,"",0,0.0,-3,-2.5,1,0.9,-6,-5.1,143644,20.2,93192,19.5,-982,-13.4,106,22.9
"51683","5","443142","78","0","2018","1","",9,47,49,48,541407,385767,5583,868,"",1.43,0.68,0.72,0.71,0.60,0.86,1.23,0.85,"",0,0.0,1,2.2,4,8.9,-1,-2.0,50278,10.2,29287,8.2,-2995,-34.9,58,7.2
"51685","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51690","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51700","5","443142","78","0","2018","1","N",19,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",-2,-9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51710","5","443142","78","0","2018","1","",28,259,261,252,2863192,1589521,27559,856,"",1.18,0.58,0.60,0.58,0.57,0.78,0.89,0.97,"",-4,-12.5,-25,-8.8,-16,-5.8,-26,-9.4,-124854,-4.2,-113336,-6.7,-8829,-24.3,34,4.1
"51720","5","443142","78","0","2018","1","",3,34,34,33,298966,211834,10465,683,"",3.09,3.13,3.22,3.17,3.72,3.44,17.18,1.17,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51730","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51735","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51740","5","443142","78","0","2018","1","",4,58,73,55,391805,328253,8299,486,"",0.55,0.42,0.54,0.41,0.26,0.67,1.10,0.58,"",0,0.0,4,7.4,5,7.4,-23,-29.5,39336,11.2,184861,128.9,5021,153.2,79,19.4
"51760","5","443142","78","0","2018","1","N",23,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51770","5","443142","78","0","2018","1","",13,151,147,145,1579632,839108,10878,823,"",0.98,0.72,0.73,0.72,0.81,0.80,0.79,1.11,"N",-3,-18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51775","5","443142","78","0","2018","1","",5,23,23,23,250563,131316,1493,838,"",1.20,0.36,0.37,0.38,0.39,0.38,0.40,1.05,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51790","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51800","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51810","5","443142","78","0","2018","1","",53,632,603,607,5655197,3300853,41661,708,"",1.10,1.15,1.12,1.13,1.16,1.17,1.24,1.02,"",-5,-8.6,2,0.3,-5,-0.8,20,3.4,800709,16.5,298085,9.9,-9118,-18.0,94,15.3
"51820","5","443142","78","0","2018","1","",3,15,13,13,149918,81046,498,844,"",1.01,0.50,0.45,0.45,0.64,0.48,0.23,1.37,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51830","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51840","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",1.70,0,0,0,0,0,0,0,"N",-2,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51999","5","443142","78","0","2018","1","N",41,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",8,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53000","5","443142","58","0","2018","1","",865,9758,9600,9498,149041080,119593948,1343759,1192,"",0.92,0.94,0.95,0.94,1.02,0.90,1.15,1.09,"",-52,-5.7,-296,-2.9,-172,-1.8,-224,-2.3,5739947,4.0,7683550,6.9,-220102,-14.1,73,6.5
"53001","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53003","5","443142","78","0","2018","1","",4,8,8,7,54442,45075,404,546,"",1.61,0.40,0.41,0.36,0.35,0.34,0.32,0.88,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53005","5","443142","78","0","2018","1","",22,259,240,238,2458280,2256577,24539,770,"",0.97,0.96,0.90,0.89,0.79,0.76,0.80,0.86,"",-2,-8.3,3,1.2,2,0.8,15,6.7,334389,15.7,271116,13.7,-6529,-21.0,86,12.6
"53007","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53009","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53011","5","443142","78","0","2018","1","",54,440,448,458,4997939,4235953,48236,857,"",0.94,0.88,0.92,0.94,0.92,0.79,0.97,1.01,"",-1,-1.8,-32,-6.8,-24,-5.1,-16,-3.4,-609239,-10.9,-376609,-8.2,-10103,-17.3,-56,-6.1
"53015","5","443142","78","0","2018","1","",7,46,46,44,496758,464002,8697,843,"",0.61,0.38,0.39,0.37,0.39,0.36,0.62,1.02,"",-3,-30.0,-13,-22.0,-13,-22.0,-11,-20.0,-25689,-4.9,-22433,-4.6,3069,54.5,146,20.9
"53017","5","443142","78","0","2018","1","",3,24,25,25,994441,509809,4128,3101,"",0.62,0.66,0.70,0.69,3.53,1.88,1.32,5.18,"",-1,-25.0,-3,-11.1,-2,-7.4,-2,-7.4,36166,3.8,54054,11.9,-241,-5.5,371,13.6
"53021","5","443142","78","0","2018","1","",11,21,20,19,197286,195570,2511,759,"",1.05,0.21,0.20,0.19,0.22,0.23,0.25,1.11,"N",2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53025","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53027","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53029","5","443142","78","0","2018","1","",5,15,15,13,119904,118358,1587,643,"",0.63,0.29,0.30,0.26,0.28,0.32,0.60,1.00,"",0,0.0,-2,-11.8,-4,-21.1,-5,-27.8,1713,1.4,1751,1.5,-413,-20.6,138,27.3
"53031","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53033","5","443142","78","0","2018","1","",323,4561,4505,4448,83912728,65109187,774200,1433,"",0.95,1.05,1.07,1.06,1.03,0.86,1.26,0.97,"",-20,-5.8,-87,-1.9,-40,-0.9,-80,-1.8,1292312,1.6,3296079,5.3,-74589,-8.8,43,3.1
"53035","5","443142","78","0","2018","1","",27,315,305,296,2698436,2426070,22740,680,"",1.03,1.14,1.13,1.10,0.94,1.38,1.42,0.84,"",1,3.8,20,6.8,17,5.9,17,6.1,422174,18.5,375886,18.3,-922,-3.9,71,11.7
"53037","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53041","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53045","5","443142","78","0","2018","1","",3,11,15,14,76200,76200,1023,440,"",0.56,0.25,0.35,0.33,0.20,0.30,0.42,0.66,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53047","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53049","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53051","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53053","5","443142","78","0","2018","1","",88,831,806,791,10017005,7996034,84123,952,"",1.03,0.86,0.85,0.84,0.99,0.93,0.96,1.16,"",-10,-10.2,-16,-1.9,-19,-2.3,-19,-2.3,869207,9.5,742903,10.2,-18931,-18.4,101,11.9
"53055","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53057","5","443142","78","0","2018","1","N",16,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0,"N",-1,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53061","5","443142","78","0","2018","1","",71,841,842,832,14148628,10640093,96694,1298,"",0.87,0.94,0.96,0.96,1.15,0.84,0.99,1.21,"",-10,-12.3,-45,-5.1,-7,-0.8,-15,-1.8,1046240,8.0,1111644,11.7,-44163,-31.4,127,10.8
"53063","5","443142","78","0","2018","1","",72,715,685,685,9434029,7730092,83643,1044,"",1.17,1.03,1.01,1.02,1.36,1.26,1.45,1.33,"",-3,-4.0,-36,-4.8,-25,-3.5,-29,-4.1,241748,2.6,356728,4.8,-22721,-21.4,69,7.1
"53065","5","443142","78","0","2018","1","",3,12,15,14,91624,91624,1030,516,"",0.65,0.36,0.47,0.44,0.35,0.41,0.43,0.84,"",0,0.0,-1,-7.7,2,15.4,0,0.0,17570,23.7,17570,23.7,-28,-2.6,89,20.8
"53067","5","443142","78","0","2018","1","",31,461,454,449,4579531,4050339,46892,775,"",0.95,1.27,1.28,1.27,1.20,1.52,1.83,0.94,"",-3,-8.8,3,0.7,2,0.4,-8,-1.8,-20179,-0.4,14565,0.4,-18681,-28.5,-1,-0.1
"53071","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,0,"N",-2,-22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53073","5","443142","78","0","2018","1","N",26,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53075","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53077","5","443142","78","0","2018","1","",37,314,310,297,2738725,2591691,23854,686,"",1.22,0.94,0.92,0.87,0.98,0.98,0.83,1.08,"",0,0.0,1,0.3,5,1.6,-16,-5.1,303023,12.4,267558,11.5,-7603,-24.2,82,13.6
"53999","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,0,"N",2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54000","5","443142","58","0","2018","1","",221,1844,1804,1792,19304148,14990144,382052,819,"",1.11,0.85,0.86,0.86,0.96,1.10,1.06,1.12,"",-2,-0.9,-56,-2.9,-72,-3.8,-64,-3.4,275951,1.5,-739,0.0,10246,2.8,39,5.0
"54003","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54011","5","443142","78","0","2018","1","",16,183,171,172,1662249,1333724,29303,729,"",1.46,1.12,1.07,1.09,1.15,1.45,1.44,1.06,"",-3,-15.8,-9,-4.7,-12,-6.6,-5,-2.8,130495,8.5,57315,4.5,-874,-2.9,89,13.9
"54019","5","443142","78","0","2018","1","",3,28,27,28,247891,208489,5562,689,"",0.80,0.89,0.88,0.92,1.01,1.19,1.15,1.12,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54023","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54025","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54027","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54029","5","443142","78","0","2018","1","N",7,0,0,0,0,0,0,0,"N",2.72,0,0,0,0,0,0,0,"N",1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54033","5","443142","78","0","2018","1","",13,115,114,113,1024009,842960,28628,691,"",1.56,1.00,1.02,1.02,0.85,1.16,1.43,0.83,"",-2,-13.3,-12,-9.4,-14,-10.9,-14,-11.0,-84724,-7.6,-74691,-8.1,-104,-0.4,21,3.1
"54035","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54037","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54039","5","443142","78","0","2018","1","",32,287,275,274,3675678,2526117,69592,1015,"",1.42,0.92,0.91,0.91,1.18,1.29,1.48,1.29,"",1,3.2,38,15.3,36,15.1,38,16.1,628911,20.6,470435,22.9,19393,38.6,44,4.5
"54041","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54043","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54045","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54049","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54051","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54053","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54055","5","443142","78","0","2018","1","N",13,0,0,0,0,0,0,0,"N",2.41,0,0,0,0,0,0,0,"N",1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54061","5","443142","78","0","2018","1","N",16,0,0,0,0,0,0,0,"N",1.48,0,0,0,0,0,0,0,"N",-1,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54065","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54067","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54069","5","443142","78","0","2018","1","N",16,0,0,0,0,0,0,0,"N",2.63,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54077","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.76,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54079","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",1.37,0,0,0,0,0,0,0,"N",2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54081","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54083","5","443142","78","0","2018","1","",7,24,24,23,308559,225507,6880,1003,"",2.04,0.68,0.70,0.68,1.23,1.17,1.52,1.80,"",0,0.0,0,0.0,-1,-4.0,-3,-11.5,43928,16.6,5209,2.4,1035,17.7,189,23.2
"54091","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54097","5","443142","78","0","2018","1","",5,25,25,24,201880,172631,6716,630,"",1.87,1.09,1.12,1.07,1.12,1.28,1.62,1.02,"",-1,-16.7,5,25.0,5,25.0,4,20.0,51453,34.2,46147,36.5,3022,81.8,51,8.8
"54099","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54103","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54107","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54109","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54999","5","443142","78","0","2018","1","",16,65,61,62,1022008,766987,15891,1255,"",0.65,0.82,0.78,0.74,0.94,0.83,0.48,1.21,"",2,14.3,-27,-29.3,-32,-34.4,-30,-32.6,-471977,-31.6,-303023,-28.3,-11578,-42.1,10,0.8
"55000","5","443142","58","0","2018","1","",705,7087,6912,6832,62947916,51754404,686329,697,"",1.03,0.79,0.79,0.79,0.68,0.75,0.67,0.86,"",-29,-4.0,-52,-0.7,-34,-0.5,-95,-1.4,2979975,5.0,1752170,3.5,-154589,-18.4,38,5.8
"55001","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55003","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55005","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",1.71,0,0,0,0,0,0,0,"N",-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55009","5","443142","78","0","2018","1","",36,360,359,359,3253207,2617583,33544,696,"",1.30,0.73,0.75,0.75,0.62,0.64,0.59,0.83,"",-2,-5.3,-6,-1.6,7,2.0,22,6.5,502214,18.3,330593,14.5,-7750,-18.8,94,15.6
"55011","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55013","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55015","5","443142","78","0","2018","1","",5,14,14,12,111236,108986,1412,642,"",1.59,0.33,0.34,0.29,0.33,0.32,0.32,1.02,"",0,0.0,0,0.0,1,7.7,-2,-14.3,1652,1.5,1745,1.6,-200,-12.4,25,4.1
"55017","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55019","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55021","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55023","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55025","5","443142","78","0","2018","1","",71,815,790,783,7678004,6298855,67477,742,"",1.14,0.78,0.77,0.77,0.60,0.78,0.62,0.77,"",0,0.0,-26,-3.1,-27,-3.3,-25,-3.1,510827,7.1,278527,4.6,-28149,-29.4,71,10.6
"55027","5","443142","78","0","2018","1","",10,45,47,44,410089,393819,5854,696,"",1.36,0.41,0.44,0.41,0.40,0.45,0.35,0.94,"",0,0.0,-3,-6.2,0,0.0,-2,-4.3,-23233,-5.4,-22484,-5.4,-211,-3.5,-13,-1.8
"55029","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55031","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55033","5","443142","78","0","2018","1","",3,13,14,14,74572,71229,960,420,"",0.76,0.24,0.26,0.26,0.16,0.18,0.16,0.63,"",0,0.0,-1,-7.1,0,0.0,-1,-6.7,3717,5.2,3006,4.4,-233,-19.5,40,10.5
"55035","5","443142","78","0","2018","1","",19,226,213,220,1583677,1277529,15366,555,"",1.72,1.24,1.19,1.24,0.88,0.99,0.81,0.72,"N",-1,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55039","5","443142","78","0","2018","1","",14,59,59,60,588456,469476,4908,763,"",1.50,0.41,0.42,0.42,0.43,0.43,0.31,1.03,"",0,0.0,-5,-7.8,-5,-7.8,1,1.7,4749,0.8,9677,2.1,-2430,-33.1,43,6.0
"55041","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55043","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55045","5","443142","78","0","2018","1","",5,26,25,22,243733,202474,2742,770,"",1.24,0.52,0.52,0.47,0.62,0.60,0.48,1.23,"",0,0.0,-2,-7.1,-4,-13.8,-7,-24.1,12942,5.6,-3734,-1.8,-1002,-26.8,151,24.4
"55047","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55053","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55055","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",-6,-54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55057","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55059","5","443142","78","0","2018","1","",15,131,127,126,1012449,806911,10263,608,"",1.11,0.63,0.63,0.63,0.55,0.57,0.42,0.88,"",0,0.0,-21,-13.8,-17,-11.8,-13,-9.4,44533,4.6,7553,0.9,-660,-6.0,95,18.5
"55061","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55063","5","443142","78","0","2018","1","",19,240,236,234,1852356,1535866,22058,602,"",1.55,1.10,1.10,1.11,0.92,1.11,1.01,0.83,"",0,0.0,1,0.4,5,2.2,4,1.7,161001,9.5,131865,9.4,2112,10.6,44,7.9
"55067","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55069","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55071","5","443142","78","0","2018","1","",10,50,49,47,457603,385652,4780,723,"",1.34,0.48,0.48,0.47,0.47,0.49,0.35,0.99,"",-1,-9.1,-5,-9.1,-5,-9.3,-7,-13.0,-24986,-5.2,-34259,-8.2,-1457,-23.4,40,5.9
"55073","5","443142","78","0","2018","1","N",14,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55075","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55079","5","443142","78","0","2018","1","",122,1603,1563,1540,15306745,12483426,166600,751,"",1.16,1.05,1.05,1.04,0.85,1.13,1.04,0.81,"",4,3.4,117,7.9,105,7.2,71,4.8,1148636,8.1,934653,8.1,-15703,-8.6,11,1.5
